page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
430,NULL," Champion Enterprises Inc. 
								  
",Dismissed,1999-08-26,2004-01-13,NULL," Capital Goods"," Construction Services"," CHB"," Public (Listed)"," United States"," New York SE"," E.D. Michigan"," 99-CV-74231"," Hon. John Feikens",1999-08-26,1999-03-30,1999-07-29,"Lionel Z. Glancy1801 Avenue of the Stars Suite 308, Lionel Z. Glancy, CA 90067310.201.9150  · "," E.D. Michigan"," 99-CV-74231"," Hon. John Feikens",2000-05-15,1999-03-30,1999-07-29,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,NULL," Segue Software 
								  
",Settled,1999-04-27,2001-08-01,NULL," Technology"," Software & Programming"," SEGU"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 99-CV-10891"," Hon. Richard G. Stearns",1999-04-27,1998-10-13,1999-04-09,"Berman DeValerio Pease Tabacco Burt & Pucillo (MA)One Liberty Square, Berman DeValerio Pease Tabacco Burt & Pucillo (MA), MA 2109617.542.8300 617.230.0903 · info@bermanesq.com"," D. Massachusetts"," 99-CV-10891"," Hon. Richard G. Stearns",1999-09-27,1998-07-14,1999-04-09,1999,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
432,NULL," Chemical Investment Services Corporation 
								  
",Dismissed,1996-11-06,1997-12-30,NULL," Financial"," Consumer Financial Services"," "," Privately Held"," United States"," Privately Traded"," S.D. New York"," 96-CV-08331"," Hon. Denise L. Cote",1996-11-06,1995-11-10,1996-05-09,"Kirby McInerney & Squire LLP830 Third Avenue 10th Floor, Kirby McInerney & Squire LLP, NY 10022212.317.2300  · "," S.D. New York"," 96-CV-08331"," Hon. Denise L. Cote",1997-02-24,1995-11-10,1996-05-09,1996,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
433,NULL," Adams Golf, Inc. 
								  
",Settled,1999-06-11,2010-06-17,NULL," Consumer Cyclical"," Recreational Products"," ADGO"," Public (Listed)"," United States"," NASDAQ"," D. Delaware"," 99-CV-00371"," Hon. Roderick R. McKelvie",1999-06-11,1998-07-09,1999-04-12,"Abrahams, Loewenstein, Bushman & Kauffman, P.C.One Liberty Place, Suite 3100, 1650 Market Street, Abrahams, Loewenstein, Bushman & Kauffman, P.C., PA 19103-73215.561.1030  · "," D. Delaware"," 99-CV-00371"," Hon. Roderick R. McKelvie",2006-01-24,1998-07-09,1999-04-12,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL
434,NULL," Chromatics Color Sciences International Inc.  
								  
",Dismissed,1998-06-10,2000-04-26,NULL," Technology"," Scientific & Technical Instr."," CCSI"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-4111"," Hon. Sidney H. Stein",1998-06-10,1997-07-30,1998-06-09,"Law Offices of Steven E. Cauley, P.A. (Little Rock)Suite 210, Cypress Plaza. 2200 N. Rodney Parham Road, Law Offices of Steven E. Cauley, P.A. (Little Rock), AR 72212501.312.8500 501.312.8505 · cauleypa@aol.com"," S.D. New York"," 98-CV-4111"," Hon. Sidney H. Stein",1999-01-08,1997-07-30,1998-06-09,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
435,NULL," Chubb Corporation 
								  
",Dismissed,2000-08-31,2005-03-31,NULL," Financial"," Insurance (Prop. & Casualty)"," CB"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 00-CV-4285"," Hon. Garrett E. Brown, Jr.",2000-08-31,1999-04-27,1999-10-15,"Cohn, Lifland, Pearlman, Herrmann & KnopfPark 80 Plaza West-One, Cohn, Lifland, Pearlman, Herrmann & Knopf, NJ 7663201845.9600  · info@njlawfirm.com"," D. New Jersey"," 00-CV-4285"," Hon. Garrett E. Brown, Jr.",2002-08-09,1999-04-27,1999-10-15,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL
436,NULL," Citizens Utilities Co. 
								  
",Settled,1997-08-14,2001-02-01,NULL," Utilities"," Water Utilities"," CZN"," Public (Listed)"," United States"," New York SE"," D. Connecticut"," 97-CV-1642"," Hon. Dominic J. Squatrito",1997-08-14,1996-09-05,1997-07-11,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
437,NULL," The Clorox Company 
								  
",Dismissed,1999-10-06,2002-11-21,NULL," Consumer Non-Cyclical"," Personal & Household Products"," CLX"," Public (Listed)"," United States"," New York SE"," N.D. California"," 99-CV-04471"," Hon. William H. Alsup",1999-10-06,1998-10-19,1999-08-11,"Cohen Milstein Hausfeld & Toll PLLC (Seattle WA)701 Fifth Avenue, Suite 6860, Cohen Milstein Hausfeld & Toll PLLC (Seattle WA), WA 98014206.521.0080 206.521.0166 · lawinfo@cmht.com"," N.D. California"," 99-CV-04471"," Hon. William H. Alsup",2001-08-31,1998-10-19,1999-08-11,1999,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
438,NULL," Coastal Physician Group, Inc. 
								  
",Dismissed,1997-10-24,1999-12-08,NULL," Healthcare"," Healthcare Facilities"," DR"," Public (Listed)"," United States"," New York SE"," M.D. North Carolina"," 97-CV-01126"," Hon. Frank W. Bullock Jr.",1997-10-24,1995-08-14,1997-08-29,"Stull, Stull & Brody  (New York)6 East 45th Street, Stull, Stull & Brody  (New York), NY 10017310.209.2468 310.209.2087 · SSBNY@aol.com"," M.D. North Carolina"," 97-CV-01126"," Hon. Frank W. Bullock Jr.",1997-10-30,1995-08-14,1997-08-29,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
439,NULL," Cohr, Inc. 
								  
",Settled,1998-04-21,2000-06-14,NULL," Services"," Business Services"," CHRI"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 98-CV-3028"," Hon. J. Spencer Letts",1998-04-21,1996-08-13,1998-04-17,"Glancy Binkow & GoldBerg LLP1925 Century Park East, Suite 2100, Glancy Binkow & GoldBerg LLP, CA 90067310-201-9150  · info@glancylaw.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,NULL," Coinmach Laundry Corporation 
								  
",Dismissed,1999-04-08,2000-12-15,NULL," Services"," Personal Services"," WDRY"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 99-CV-01968"," Hon. Jacob Mishler",1999-04-08,1997-08-06,1998-09-29,"Milberg Weiss Bershad Hynes & Lerach LLP (New York, NY)One Pennsylvania Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (New York, NY), NY 10119-1065212.594.5300  · "," E.D. New York"," 99-CV-01968"," Hon. Jacob Mishler",1999-12-10,1997-08-06,1998-09-29,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,1,1,NULL,NULL
441,NULL," Command Systems 
								  
",Settled,1998-05-06,1999-08-12,NULL," Technology"," Computer Networks"," CMND"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-3279"," Hon. Allen G. Schwartz",1998-05-06,1997-03-12,1998-04-29,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 98-CV-3279"," Hon. Allen G. Schwartz",1998-09-30,1997-03-12,1998-04-29,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,NULL
442,NULL," Adaptec, Inc. 
								  
",Dismissed,1998-01-21,2002-03-26,NULL," Technology"," Communications Equipment"," ADPT"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 98-CV-00224"," Hon. Charles A. Legge",1998-01-21,1997-04-29,1998-01-08,"Cohen Milstein Hausfeld & Toll PLLC (Seattle WA)701 Fifth Avenue, Suite 6860, Cohen Milstein Hausfeld & Toll PLLC (Seattle WA), WA 98014206.521.0080 206.521.0166 · lawinfo@cmht.com"," N.D. California"," 98-CV-00224"," Hon. Charles A. Legge",2000-07-14,1997-04-29,1998-01-08,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,NULL," Compaq Computer Corporation 
								  
",Settled,1998-04-16,2002-11-25,NULL," Technology"," Computer Hardware"," CPQ"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 98-CV-01148"," Hon. Lee H. Rosenthal",1998-04-16,1997-07-10,1998-03-06,"Hoeffner, Bilek & Eidman440 Louisiana, suite 720, Hoeffner, Bilek & Eidman, TX 77002-1634713.227.7720  · "," S.D. Texas"," 98-CV-01148"," Hon. Lee H. Rosenthal",1999-03-16,1997-07-10,1998-03-06,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
444,NULL," Computer Associates International, Inc. 
								  
",Settled,1998-02-27,2004-01-06,NULL," Technology"," Software & Programming"," CA"," Public (Listed)"," United States"," New York SE"," E.D. New York"," 98-CV-01498"," Hon. Joanna Seybert",1998-02-27,1998-01-27,1998-02-11,"Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ)220 St. Paul Street, Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ), NJ 07090908.928.1700 908.301.9008 · blbg@blbglaw.com"," E.D. New York"," 98-CV-04839"," Hon. Joanna Seybert",2003-08-26,1998-01-20,1998-07-22,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
445,NULL," Computer Concepts Corporation 
								  
",Dismissed,1999-02-19,2001-05-14,NULL," Technology"," Software & Programming"," CCEE"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 99-CV-01046"," Hon. Denis R. Hurley",1999-02-19,1998-01-09,1998-08-19,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," E.D. New York"," 99-CV-01046"," Hon. Denis R. Hurley",1999-07-20,1998-01-09,1998-08-19,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
446,NULL," Computron Software, Inc. 
								  
",Settled,1996-04-25,1998-03-11,NULL," Technology"," Software & Programming"," CFW"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 96-CV-1911"," Hon. Alfred J. Lechner, Jr.",1996-04-25,1995-08-24,1996-02-20,"Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ)220 St. Paul Street, Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ), NJ 07090908.928.1700 908.301.9008 · blbg@blbglaw.com"," D. New Jersey"," 96-CV-1911"," Hon. Alfred J. Lechner, Jr.",1997-04-28,1995-08-24,1996-02-20,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,NULL," Advanced Fibre  
								  
",Settled,1998-07-02,2002-11-20,NULL," Technology"," Communications Equipment"," AFCI"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 98-CV-20697"," Hon. Jeremy Fogel",1998-07-02,1997-06-03,1998-06-30,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," N.D. California"," 98-CV-20697"," Hon. Jeremy Fogel",2001-07-02,1997-03-25,1998-06-30,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,NULL," Advanced Health Corporation 
								  
",Settled,1998-07-01,2000-04-19,NULL," Healthcare"," Healthcare Facilities"," ADVH"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-4647"," Hon. Richard C. Casey",1998-07-01,1997-05-07,1998-06-30,"Wolf Popper, LLP845 Third Avenue, Wolf Popper, LLP, NY 10022-6689877.370.7703 212.486.2093 · IRRep@wolfpopper.com "," S.D. New York"," 98-CV-4647"," Hon. Richard C. Casey",1999-02-09,1997-05-07,1998-08-05,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,NULL," Comshare, Inc. 
								  
",Dismissed,1996-08-09,1999-09-17,NULL," Technology"," Software & Programming"," CSRE"," Public (Listed)"," United States"," NASDAQ"," E.D. Michigan"," 96-CV-73711"," Hon. Lawrence P. Zatkoff",1996-08-09,1996-04-17,1996-08-06,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," E.D. Michigan"," 96-CV-73711"," Hon. Lawrence P. Zatkoff",1996-12-13,1995-08-02,1996-08-06,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,NULL," Advanced Lighting Technologies, Inc. 
								  
",Settled,1999-04-09,2003-01-17,NULL," Consumer Cyclical"," Furniture & Fixtures"," ADLT"," Public (Listed)"," United States"," NASDAQ"," N.D. Ohio"," 99-CV-00836"," Hon. Donald C. Nugent",1999-04-09,1997-12-30,1998-09-30,"Alfred G. Yates, Jr. 429 Forbes Avenue, Alfred G. Yates, Jr. , PA 15219412.391.5164  · "," N.D. Ohio"," 99-CV-00836"," Hon. Donald C. Nugent",1999-09-30,1997-12-30,1998-09-30,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
451,NULL," Advanced Micro Devices, Inc. 
								  
",Dismissed,1999-03-10,2000-09-12,NULL," Technology"," Semiconductors"," AMD"," Public (Listed)"," United States"," New York SE"," N.D. California"," 99-CV-1102"," Magistrate Judge Bernard Zimmerman",1999-03-10,1998-11-12,1999-01-13,"Kirby McInerney & Squire LLP830 Third Avenue 10th Floor, Kirby McInerney & Squire LLP, NY 10022212.317.2300  · "," N.D. California"," 99-CV-20518"," Magistrate Judge Bernard Zimmerman",2000-01-21,1998-07-13,1999-03-09,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
452,NULL," Advanced Tissue Sciences, Inc. 
								  
",Dismissed,1998-06-22,1999-05-03,NULL," Healthcare"," Biotechnology & Drugs"," ATIS"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-1146"," Hon. Judith N. Keep",1998-06-22,1997-01-13,1998-06-11,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net",None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,NULL," Advanta Corporation 
								  
",Dismissed,1997-06-30,2000-09-11,NULL," Financial"," Consumer Financial Services"," ADVNA"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 97-CV-04343"," Hon. Ronald L. Buckwalter",1997-06-30,1996-08-13,1997-03-17,"Bernard M. Gross1500 Walnut Street, Suite 600, Bernard M. Gross, PA 19102215.561.3600 215.561.3000 · bmgross@BernardMGross.com"," E.D. Pennsylvania"," 97-CV-04343"," Hon. Ronald L. Buckwalter",1997-12-17,1996-08-13,1997-03-17,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
454,NULL," Aetna Inc. 
								  
",Settled,1997-11-05,2001-01-05,NULL," Financial"," Insurance (Accident & Health)"," AET"," Public (Listed)"," United States"," New York SE"," E.D. Pennsylvania"," 97-CV-06811"," Hon. Harvey Bartle III",1997-11-05,1997-05-06,1997-09-29,"Bernard M. Gross1500 Walnut Street, Suite 600, Bernard M. Gross, PA 19102215.561.3600 215.561.3000 · bmgross@BernardMGross.com"," E.D. Pennsylvania"," "," Hon. Harvey Bartle III",1999-02-22,1997-03-26,1997-09-29,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
455,NULL," AgriBioTech, Inc. 
								  
",Dismissed,1999-01-14,2002-04-11,NULL," Consumer Non-Cyclical"," Crops"," ABTX"," Public (Listed)"," United States"," NASDAQ"," D. Nevada"," "," Hon. Philip M. Pro",1999-01-14,1997-09-24,1998-08-26,"Alfred G. Yates, Jr. 429 Forbes Avenue, Alfred G. Yates, Jr. , PA 15219412.391.5164  · "," D. Nevada"," 99-CV-144"," Hon. Philip M. Pro",1999-07-06,1997-09-24,1999-02-16,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
456,NULL," Aid Auto Stores, Inc. 
								  
",Settled,1998-12-01,2004-01-20,NULL," Consumer Cyclical"," Auto & Truck Parts"," AIDA"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 98-CV-7395"," Hon. Denis R. Hurley",1998-12-01,1997-03-16,1998-10-22,"Rabin & Peckel LLP275 Madison Avenue, 34th Floor, Rabin & Peckel LLP, NY 10016212.682.1818 212.682.1892 · email@rabinlaw.com"," E.D. New York"," 98-CV-7395"," Hon. Denis R. Hurley",2000-04-06,1996-05-15,1998-10-21,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,NULL," Air Products & Chemicals Inc. 
								  
",Dismissed,1997-05-14,1998-10-27,NULL," Basic Materials"," Chemical Manufacturing"," "," Privately Held"," United States"," Privately Traded"," E.D. Pennsylvania"," 97-CV-03413"," Hon. Robert S. Gawthorp, III",1997-05-14,1993-12-29,1997-05-13,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
458,NULL," AirTouch Comm. 
								  
",Dismissed,1999-01-06,2000-02-11,NULL," Services"," Communications Services"," ATI"," Public (Listed)"," United States"," New York SE"," N.D. California"," 99-CV-0124"," Hon. Dean D. Pregerson",1999-01-06,1999-01-04,1999-01-04,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," N.D. California"," 99-CV-1868"," Hon. Dean D. Pregerson",1999-07-19,1999-01-04,1999-01-04,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,NULL," Alliance Semiconductor Corporation 
								  
",Dismissed,1996-03-04,2000-09-01,NULL," Technology"," Semiconductors"," ALSC"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 96-CV-00815"," Hon. Marilyn Hall Patel",1996-03-04,1995-07-11,1995-12-29,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," N.D. California"," 96-CV-00815"," Hon. Marilyn Hall Patel",1997-06-13,1995-07-11,1995-12-29,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
461,NULL," Allied Products 
								  
",Settled,1999-05-28,2004-01-15,NULL," Services"," Business Services"," ADP"," Public (Listed)"," United States"," New York SE"," N.D. Illinois"," 99-CV-03597"," Hon. Harry D. Leinenweber",1999-05-28,1997-02-06,1999-03-11,"Stull, Stull & Brody  (New York)6 East 45th Street, Stull, Stull & Brody  (New York), NY 10017310.209.2468 310.209.2087 · SSBNY@aol.com"," N.D. Illinois"," 99-CV-03597"," Hon. Harry D. Leinenweber",2000-04-27,1997-02-06,1999-03-11,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
462,NULL," Conrail Inc. 
								  
",Dismissed,1997-02-18,1997-09-25,NULL," Transportation"," Railroads"," CRR"," Public (Listed)"," United States"," New York SE"," E.D. Pennsylvania"," 97-CV-1214"," Hon. Donald W. Vanartsdalen",1997-02-18,1996-10-15,1996-10-22,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," E.D. Pennsylvania"," 97-CV-1214"," Hon. Donald W. Vanartsdalen",1997-06-13,1996-10-15,1996-10-22,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
463,NULL," Consolidated Delivery & Logistics, Inc. 
								  
",Settled,1997-03-19,1999-02-11,NULL," Transportation"," Trucking"," CDLI"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 97-CV-1939"," Hon. Lewis A. Kaplan",1997-03-19,1995-11-21,1997-02-27,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 97-CV-1939"," Hon. Lewis A. Kaplan",1997-10-20,1995-11-21,1997-02-27,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
464,NULL," ContiFinancial Corporation 
								  
",Settled,1999-10-21,2002-07-22,NULL," Financial"," Misc. Financial Services"," CFN"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 99-CV-06794"," Hon. I. L. Glasser",1999-10-21,1998-01-29,1999-07-21,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," S.D. New York"," 99-CV-10941"," Hon. I. L. Glasser",2000-12-18,1998-01-29,1999-07-21,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL
