page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
465,NULL," CyberGuard Corporation 
								  
",Settled,1998-08-25,2004-05-11,NULL," Technology"," Software & Programming"," CYBG"," Public (Listed)"," United States"," NASDAQ"," S.D. Florida"," 98-CV-6879"," Alan S. G",1998-08-25,1998-01-01,1998-08-24,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," S.D. Florida"," 98-CV-6879"," Hon. Alan S. Gold",1999-08-23,1996-11-07,1998-08-24,1998,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
466,NULL," Cymer, Inc. 
								  
",Dismissed,1998-09-03,2002-03-29,NULL," Technology"," Semiconductors"," CYMI"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-1599"," Napoleon ",1998-09-03,1997-04-24,1997-09-26,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," S.D. California"," 98-CV-1599"," Hon. Napoleon A. Jones",2000-06-02,1997-04-24,1997-09-26,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
467,NULL," Daou Systems, Inc. 
								  
",Settled,1998-08-24,2008-07-24,NULL," Technology"," Computer Networks"," DAOU"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-1537"," Jeffrey T",1998-08-24,1997-02-13,1998-08-14,"Weiss & Yourman (New York, NY)The French Building, 551 Fifth Ave., Suite 1600, Weiss & Yourman (New York, NY), NY 10126212.682.3025 212.682.3010 · info@wyca.com"," S.D. California"," 98-CV-1537"," Hon. Jeffrey T. Miller",2002-05-16,1997-02-13,1998-10-28,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,NULL," DataWorks Corporation 
								  
",Dismissed,1998-11-03,2002-06-17,NULL," Technology"," Computer Networks"," DWRX"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-2012"," Irma E. G",1998-11-03,1998-01-28,1998-07-16,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," S.D. California"," 98-CV-2012"," Hon. Irma E. Gonzalez",1999-12-22,1997-10-30,1998-07-16,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
469,NULL," Day Runner, Inc. 
								  
",Dismissed,1999-09-02,2000-05-17,NULL," Consumer Non-Cyclical"," Office Supplies"," DAYR"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 99-CV-01096"," David O. ",1999-09-02,1998-10-20,1999-08-31,"Lionel Z. Glancy1801 Avenue of the Stars Suite 308, Lionel Z. Glancy, CA 90067310.201.9150  · "," C.D. California"," 99-CV-01096"," Hon. David O. Carter",2000-01-14,1998-10-20,1999-08-31,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
470,NULL," Micro Warehouse, Inc. 
								  
",Settled,1996-10-01,1998-06-10,NULL," Financial"," Misc. Financial Services"," MWHS"," Public (Listed)"," United States"," NASDAQ"," D. Connecticut"," 96-CV-01920"," Dominic J",1996-10-01,1995-03-26,1996-09-27,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," D. Connecticut"," 96-CV-01920"," Hon. Dominic J. Squatrito",1997-04-25,1995-03-26,1996-09-27,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
471,NULL," dELiAs Inc. 
								  
",Settled,1999-06-01,2004-04-23,NULL," Services"," Retail (Catalog & Mail Order)"," DLIA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 99-CV-3951"," John E. S",1999-06-01,1998-05-21,1998-06-17,"Schatz & Nobel, P.C.330 Main Street, Schatz & Nobel, P.C., CT 06106800.797.5499 860.493.6290 · sn06106@AOL.com"," S.D. New York"," 99-CV-3951"," Hon. John E. Sprizzo",2000-03-22,1998-01-20,1998-09-10,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
472,NULL," Medaphis Corp. 
								  
",Settled,1997-10-21,2000-11-22,NULL," Technology"," Software & Programming"," MEDA"," Public (Listed)"," United States"," NASDAQ"," N.D. Georgia"," 97-CV-3183"," Thomas W.",1997-10-21,1996-02-06,1996-10-21,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," N.D. Georgia"," 97-CV-3183"," Hon. Thomas W. Thrash",1998-10-30,1996-02-06,1996-10-21,1997,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,NULL," Delta Financial Corporation 
								  
",Settled,1999-10-29,2003-04-17,NULL," Financial"," Consumer Financial Services"," DFC"," Public (Listed)"," United States"," New York SE"," E.D. New York"," 99-CV-07033"," Denis R. ",1999-10-29,1996-10-31,1999-08-18,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," E.D. New York"," 99-CV-07033"," Hon. Denis R. Hurley",2000-09-07,1996-10-31,1999-08-19,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL
474,NULL," Detection Systems Inc. 
								  
",Settled,1998-02-26,2000-11-29,NULL," Technology"," Communications Equipment"," DETC"," Public (Listed)"," United States"," NASDAQ"," W.D. New York"," 98-CV-6068"," Charles J",1998-02-26,1997-08-14,1998-02-23,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net",None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
476,NULL," Dove Entertainment Inc. 
								  
",Settled,1997-08-20,1999-01-25,NULL," Services"," Retail (Specialty)"," DOVE"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 97-CV-06253"," William D",1997-08-20,1995-07-25,1996-08-20,"Goodkind Labaton Rudoff & Sucharow LLP100 Park Avenue, Goodkind Labaton Rudoff & Sucharow LLP, NY 10017212.907.0700 212.818.0477 · info@glrslaw.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
477,NULL," Renaissance Entertainment Corp. and Paravant Computer Systems, Inc. common stock 
								  
",Dismissed,1998-02-17,2003-08-25,NULL," Services"," Rental & Leasing"," FAIRPVAT"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-01108"," Lawrence ",1998-02-17,1997-01-01,1997-06-30,"Silverman, Harnes & Harnes759 Lexington Avenue - 14th Floor, Silverman, Harnes & Harnes, NY 10022212.754.2330  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
478,NULL," Dynamex, Inc. 
								  
",Settled,1998-11-03,2001-06-29,NULL," Transportation"," Trucking"," DDN"," Public (Listed)"," United States"," NASDAQ"," N.D. Texas"," 98-CV-02593"," Barefoot ",1998-11-03,1997-12-03,1998-10-30,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," N.D. Texas"," 98-CV-02593"," Hon. Barefoot Sanders",1999-10-14,1997-09-18,1999-09-17,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL
479,NULL," Waco Classic Aircraft Corporation 
								  
",Dismissed,1998-02-10,1998-05-08,NULL," Capital Goods"," Aerospace & Defense"," WCLA"," Public (Listed)"," United States"," Pink Sheets"," S.D. New York"," 98-CV-00943"," Sidney H.",1998-02-10,1997-04-01,1998-02-10,"Jeffrey S. Abraham60 East 42nd Street, Suite 4700, Jeffrey S. Abraham, NY 10165212.692.0555  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL
480,NULL," Mortgage Corporation of America 
								  
",Dismissed,1999-07-21,2003-12-04,NULL," Financial"," Consumer Financial Services"," "," Privately Held"," United States"," Privately Traded"," E.D. Michigan"," 99-CV-76337"," George C.",1999-07-21,1986-01-01,1999-01-28,"Michael P. Marsalese, Esq.36330 Woodward Avenue Suite 350, Michael P. Marsalese, Esq., MI 48304248.258.1932 248.258.1932 · "," E.D. Michigan"," 99-CV-76337"," Hon. George C. Steeh",2000-01-03,1986-01-01,1999-01-28,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,NULL," Mustang Development Corporation 
								  
",Settled,1996-02-01,2002-11-01,NULL," Energy"," Oil & Gas Operations"," "," Privately Held"," United States"," Privately Traded"," C.D. California"," 96-CV-00720"," John G. D",1996-02-01,1987-01-01,1995-03-31,"Albert, Weiland & Golden (Former Address)650 Town Center Drive, Suite 1350, Albert, Weiland & Golden (Former Address), CA 92626714.966.1000  · "," C.D. California"," 96-CV-00720"," Hon. John G. Davies",1997-05-13,1987-01-01,1995-03-31,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,NULL," Waste Management, Inc. 
								  
",Settled,1997-11-03,1999-10-06,NULL," Services"," Waste Management Services"," WMX"," Public (Listed)"," United States"," New York SE"," N.D. Illinois"," 97-CV-7709"," Wayne R. ",1997-11-03,1996-10-10,1997-10-30,"Bernstein Litowitz Berger & Grossmann LLP (former San Diego)12544 High Bluff Drive, Suite 150, Bernstein Litowitz Berger & Grossmann LLP (former San Diego), CA 92130858.793.0070 858.793.0323 · blbg@blbglaw.com"," N.D. Illinois"," 97-CV-7709"," Hon. Wayne R. Andersen",1998-07-28,1995-05-29,1997-10-30,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
483,NULL," N2K Inc. 
								  
",Dismissed,1998-05-08,2000-03-14,NULL," Services"," Retail (Catalog & Mail Order)"," NTKI"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-3304"," Harold Ba",1998-05-08,1998-04-14,1998-04-23,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," S.D. New York"," 98-CV-3304"," Hon. Harold Baer Jr.",1998-08-04,1998-04-14,1998-04-23,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
484,NULL," WebSecure, Inc. 
								  
",Settled,1997-03-26,1999-09-17,NULL," Technology"," Computer Services"," WEBI"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 97-CV-10662"," George A.",1997-03-26,1996-12-05,1997-02-27,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," D. Massachusetts"," 97-CV-10662",No_judge_found,1998-10-14,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,NULL
486,NULL," Western Digital Corporation 
								  
",Dismissed,1997-12-12,1998-08-24,NULL," Technology"," Computer Storage Devices"," WDC"," Public (Listed)"," United States"," New York SE"," C.D. California"," 97-CV-09200"," Stephen V",1997-12-12,1996-12-28,1997-12-02,"Wechsler Harwood LLP488 Madison Avenue 8th Floor, Wechsler Harwood LLP, NY 10022212.935.7400  · info@whhf.com"," C.D. California"," 97-CV-09200"," Hon. Stephen V. Wilson",1998-04-29,1996-07-25,1997-12-02,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
487,NULL," Northern Trust Bank of California 
								  
",Dismissed,1996-08-15,1997-12-29,NULL," Financial"," Misc. Financial Services"," "," Privately Held"," United States"," Privately Traded"," N.D. California"," 96-CV-2934"," Marilyn H",1996-08-15,1993-08-20,1996-08-15,"Foteno & Suttle, P.C.  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,NULL," Windmere-Durable Holdings 
								  
",Settled,1998-09-25,2002-09-10,NULL," Services"," Retail (Home Improvement)"," WND"," Public (Listed)"," United States"," New York SE"," S.D. Florida"," 98-CV-05974"," Carol B. ",1998-09-25,1998-05-12,1998-09-22,"Entwistle & Cappucci LLP299 Park Avenue, 14th Floor, Entwistle & Cappucci LLP, NY 10171212.894.7200 212.894.7272 · info@entwistle-law.com"," S.D. Florida"," 98-CV-2273"," Hon. Carol B. Amon",1999-06-30,1998-05-12,1998-09-22,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,NULL," National Auto Credit Inc.  
								  
",Settled,1998-01-30,2000-11-14,NULL," Financial"," Consumer Financial Services"," NAK"," Public (Listed)"," United States"," New York SE"," N.D. Ohio"," 98-CV-00264"," George W.",1998-01-30,1997-03-06,1998-01-27,"McCarthy, Lebit, Crystal & Haiman1800 Midland Bldg. 101 Prospect Avenue, McCarthy, Lebit, Crystal & Haiman, OH 44115-1088216.696.1422  · "," N.D. Ohio"," 98-CV-00264"," Hon. George W. White",1998-12-09,1997-03-06,1998-01-27,1998,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
492,NULL," Altris Software 
								  
",Settled,1998-03-16,1999-08-02,NULL," Technology"," Software & Programming"," ALTS"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-00528"," Edward J.",1998-03-16,1996-10-30,1997-10-07,"Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ)220 St. Paul Street, Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ), NJ 07090908.928.1700 908.301.9008 · blbg@blbglaw.com"," S.D. California"," 98-CV-00528"," Hon. Edward J. Schwartz",1999-08-30,1997-02-26,1998-03-11,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,NULL," Alydaar Software Corporation 
								  
",Dismissed,1999-05-14,2002-02-21,NULL," Technology"," Software & Programming"," IARC"," Public (Listed)"," United States"," NASDAQ"," W.D. North Carolina"," 99-CV-00196","strate Jud",1999-05-14,1997-11-14,1999-04-01,"Kaplan Fox & Kilsheimer, LLP (former New York, NY)805 Third Avenue, 22nd Floor, Kaplan Fox & Kilsheimer, LLP (former New York, NY), NY 10022212.687.1980 212.687.7714 · info@kaplanfox.com"," W.D. North Carolina"," 99-CV-00196"," Magistrate Judge H. Brent McKnight",2000-12-18,1997-11-14,1999-04-01,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,NULL," America Online, Inc. 
								  
",Settled,1997-02-24,1998-12-17,NULL," Technology"," Computer Services"," AOL"," Public (Listed)"," United States"," NASDAQ"," E.D. Virginia"," 97-CV-00264"," T. S. Ell",1997-02-24,1995-08-10,1996-10-29,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," E.D. Virginia"," 97-CV-00264"," Hon. T. S. Ellis III",1997-11-18,1995-08-10,1996-10-29,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
495,NULL," Select Comfort Corporation 
								  
",Settled,1999-06-11,2003-02-28,NULL," Consumer Cyclical"," Furniture & Fixtures"," AIRB"," Public (Listed)"," United States"," NASDAQ"," D. Minnesota"," 99-CV-00884"," David S. ",1999-06-11,1999-01-25,1999-06-07,"Berman DeValerio Pease Tabacco Burt & Pucillo (MA)One Liberty Square, Berman DeValerio Pease Tabacco Burt & Pucillo (MA), MA 2109617.542.8300 617.230.0903 · info@bermanesq.com"," D. Minnesota"," 99-CV-00884"," Hon. David S. Doty",1999-10-04,1998-12-04,1999-06-07,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
496,NULL," Select Software Tools, PLC  
								  
",Settled,1998-05-14,2000-05-16,NULL," Technology"," Software & Programming"," SLCTY"," Public (Listed)"," United Kingdom"," NASDAQ"," C.D. California"," 98-CV-3777"," William D",1998-05-14,1997-01-02,1998-03-05,"Weiss & Yourman (New York, NY)The French Building, 551 Fifth Ave., Suite 1600, Weiss & Yourman (New York, NY), NY 10126212.682.3025 212.682.3010 · info@wyca.com"," C.D. California"," 98-CV-3777"," Hon. William D. Keller",1999-04-07,1997-01-02,1998-03-05,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
497,NULL," Semiconductor Packaging Materials Co., Inc. 
								  
",Dismissed,1997-11-18,1998-05-05,NULL," Technology"," Semiconductors"," SEMX"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 97-CV-7078 "," Charles R",1997-11-18,1996-11-25,1996-12-30,"Greenfield & Rifkin, LLP800 Times Building, Greenfield & Rifkin, LLP, PA 19003610.649.3900 610.649.3900 · g&r@whitehatlaw.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
498,NULL," America West Holding 
								  
",Settled,1999-03-03,2005-03-10,NULL," Transportation"," Airline"," AWA"," Public (Listed)"," United States"," New York SE"," D. Arizona"," 99-CV-00399"," Earl H Ca",1999-03-03,1997-11-19,1998-09-03,"Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix)4041 N. Cental Avenue, Suite 1100, Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix), AZ 85012-3311602.274.1100  · "," D. Arizona"," 99-CV-00399"," Hon. Earl H Carroll",1999-12-30,1997-11-19,1998-09-03,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
499,NULL," American Access Technologies, Inc. 
								  
",Dismissed,1999-09-17,2001-06-05,NULL," Basic Materials"," Misc. Fabricated Products"," AATK"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 99-CV-5738"," Frederic ",1999-09-17,1998-07-01,1999-08-23,"Kazlow & Kazlow19 West 34 St, Kazlow & Kazlow, NY 10001212.947.2900  · "," E.D. New York"," 99-CV-5738"," Hon. Frederic Block",2000-03-15,1997-08-01,1999-08-27,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,NULL," Service Corporation International 
								  
",Settled,1999-01-26,2004-11-05,NULL," Services"," Personal Services"," SRV"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 99-CV-00280"," Lynn N. H",1999-01-26,1998-07-23,1999-01-26,"Berman DeValerio Pease Tabacco Burt & Pucillo (MA)One Liberty Square, Berman DeValerio Pease Tabacco Burt & Pucillo (MA), MA 2109617.542.8300 617.230.0903 · info@bermanesq.com"," S.D. Texas"," 99-CV-00280"," Hon. Lynn N. Hughes",1999-09-03,1998-07-17,1999-01-26,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,NULL," Shiva Corporation 
								  
",Settled,1997-05-21,1999-10-29,NULL," Technology"," Semiconductors"," SHVA"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 97-CV-11159"," William G",1997-05-21,1996-09-10,1997-03-31,"Levin Fishbein Sedran & Berman (former)320 Walnut Street, 6th Floor , Levin Fishbein Sedran & Berman (former), PA 19106215.592.1500  · "," D. Massachusetts"," 97-CV-11159"," Hon. William G. Young",1997-11-21,1996-04-18,1997-03-31,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
502,NULL," ShoLodge, Inc. 
								  
",Dismissed,1998-03-31,1998-07-30,NULL," Services"," Hotels & Motels"," LODG"," Public (Listed)"," United States"," NASDAQ"," M.D. Tennessee"," 98-CV-0295"," Thomas A.",1998-03-31,1997-05-07,1998-03-03,"Goodkind Labaton Rudoff & Sucharow LLP100 Park Avenue, Goodkind Labaton Rudoff & Sucharow LLP, NY 10017212.907.0700 212.818.0477 · info@glrslaw.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
503,NULL," American Bank Note  
								  
",Settled,1999-01-19,2000-12-19,NULL," Basic Materials"," Misc. Fabricated Products"," ABH"," Public (Listed)"," United States"," American SE"," S.D. New York"," 99-CV-00432"," Colleen M",1999-01-19,1998-07-14,1999-01-19,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," S.D. New York"," 99-CV-00412"," Hon. Colleen McMahon",1999-05-12,1998-07-15,1999-02-01,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL
