page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading
1655,NULL," NetRatings, Inc. 
								  
",Settled,2001-11-06,2009-12-29,NULL," Services"," Business Services"," NTRT"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09798"," Hon. Shir",2001-11-06,1999-12-09,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09798"," Hon. Shira A. Scheindlin",2002-05-10,1999-12-08,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1656,NULL," Aetna, Inc. 
								  
",Settled,2001-11-06,2005-09-13,NULL," Financial"," Insurance (Accident & Health)"," AET"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 01-CV-9796"," Hon. Geor",2001-11-06,2000-12-13,2001-06-07,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-9796"," Hon. George B. Daniels",2002-06-07,2000-12-13,2001-06-07,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1657,NULL," AirGate PCS, Inc. 
								  
",Settled,2001-11-06,2009-11-24,NULL," Services"," Communications Services"," PCSA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09801"," Hon. Shir",2001-11-06,1999-09-27,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09801"," Hon. Shira A. Scheindlin",2002-04-19,1999-09-27,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,NULL,NULL
1658,NULL," Evolve Software, Inc. 
								  
",Settled,2001-11-06,2009-12-03,NULL," Technology"," Software & Programming"," EVLV"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09800"," Hon. Shir",2001-11-06,2000-08-09,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09800"," Hon. Shira A. Scheindlin",2002-04-19,2000-08-09,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1659,NULL," Metawave Communications Corporation 
								  
",Settled,2001-11-06,2009-12-29,NULL," Technology"," Communications Equipment"," MTWV"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09799"," Hon. Shir",2001-11-06,2000-04-26,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09799"," Hon. Shira A. Scheindlin",2002-04-19,2000-04-26,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1660,NULL," Noven Pharmaceuticals, Inc. 
								  
",Dismissed,2001-11-08,2003-02-25,NULL," Healthcare"," Biotechnology & Drugs"," NOVN"," Public (Listed)"," United States"," NASDAQ"," S.D. Florida"," 01-CV-4606"," Hon. Jame",2001-11-08,2001-03-27,2001-11-01,"Barrack, Rodos & Bacine (former New York)170 E. 61st Street, Second Floor, Barrack, Rodos & Bacine (former New York), NY 10021212.688.0782 212.688.0783 · info@barrack.com"," S.D. Florida"," 01-CV-4606"," Hon. James Lawrence King",2002-04-11,2001-03-27,2001-11-01,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
1661,NULL," Bookham Technology PLC  
								  
",Settled,2001-11-07,2009-11-25,NULL," Technology"," Communications Equipment"," BKHM"," Public (Listed)"," United Kingdom"," NASDAQ"," S.D. New York"," 01-CV-09883"," Hon. Shir",2001-11-07,2000-04-11,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09883"," Hon. Shira A. Scheindlin",2002-04-19,2000-04-11,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1662,NULL," Informatica Corporation 
								  
",Settled,2001-11-08,2009-12-11,NULL," Technology"," Software & Programming"," INFA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09922"," Hon. Shir",2001-11-08,1999-04-29,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09922"," Hon. Shira A. Scheindlin",2002-04-19,1999-04-28,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,1,1,NULL,1,1,NULL
1664,NULL," Viador Inc.  
								  
",Settled,2001-11-13,2010-05-04,NULL," Technology"," Software & Programming"," VIAD"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10040"," Hon. Shir",2001-11-13,1999-10-25,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10040"," Hon. Shira A. Scheindlin",2002-05-10,1999-10-25,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1665,NULL," Nesco, Inc. 
								  
",Settled,2001-11-06,2003-10-29,NULL," Services"," Business Services"," NESC"," Public (Listed)"," United States"," NASDAQ"," N.D. Oklahoma"," 01-CV-00827"," Hon. Sven",2001-11-06,2000-04-26,2001-08-16,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," N.D. Oklahoma"," 01-CV-00827"," Hon. Sven Erik Holmes",2002-04-22,2000-04-26,2001-08-16,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL
1666,NULL," BackWeb Technologies Ltd. 
								  
",Settled,2001-11-13,2009-11-25,NULL," Technology"," Software & Programming"," BWEB"," Public (Listed)"," Israel"," NASDAQ"," S.D. New York"," 01-CV-10000"," Hon. Shir",2001-11-13,1999-06-08,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10000"," Hon. Shira A. Scheindlin",2002-06-18,1999-06-07,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1670,NULL," Oplink Communications, Inc.  
								  
",Settled,2001-11-08,2009-12-30,NULL," Technology"," Semiconductors"," OPLK"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09904"," Hon. Shir",2001-11-08,2000-10-03,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09904"," Hon. Shira A. Scheindlin",2002-04-19,2000-10-03,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1671,NULL," OraPharma, Inc. 
								  
",Settled,2001-11-08,2009-12-30,NULL," Healthcare"," Biotechnology & Drugs"," OPHM"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-9918"," Hon. Shir",2001-11-08,2000-03-09,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-9918"," Hon. Shira A. Scheindlin",2002-04-19,2000-03-09,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1672,NULL," Sonus Networks, Inc. 
								  
",Settled,2001-11-08,2010-01-14,NULL," Technology"," Communications Equipment"," SONS"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-9921"," Hon. Shir",2001-11-08,2000-05-24,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-9921"," Hon. Shira A. Scheindlin",2002-04-19,2000-05-24,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1673,NULL," XCare.net, Inc. 
								  
",Settled,2001-11-14,2010-01-21,NULL," Technology"," Computer Services"," XCAR"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10075"," Hon. Shir",2001-11-14,2000-02-10,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10075"," Hon. Shira A. Scheindlin",2002-04-19,2000-02-09,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1674,NULL," Radio Unica Communications Corporation 
								  
",Settled,2001-11-09,2010-01-08,NULL," Services"," Broadcasting & Cable TV"," UNCA"," OTC"," United States"," NASDAQ"," S.D. New York"," 01-CV-09978"," Hon. Shir",2001-11-09,1999-10-19,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09978"," Hon. Shira A. Scheindlin",2002-04-19,1999-10-19,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1675,NULL," Interwoven, Inc. 
								  
",Settled,2001-11-08,2009-12-17,NULL," Technology"," Software & Programming"," IWOV"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09917"," Hon. Shir",2001-11-08,1999-10-07,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09917"," Hon. Shira A. Scheindlin",2002-04-19,1999-10-08,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,NULL,NULL
1676,NULL," Data Return Corporation 
								  
",Settled,2001-11-14,2009-12-01,NULL," Technology"," Computer Services"," DRTN"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10107"," Hon. Shir",2001-11-14,1999-10-27,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10107"," Hon. Shira A. Scheindlin",2002-04-19,1999-10-27,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1677,NULL," Triton Network Systems, Inc. 
								  
",Settled,2001-11-14,2010-01-15,NULL," Technology"," Communications Equipment"," TNSI"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10115"," Hon. Shir",2001-11-14,2000-07-12,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10115"," Hon. Shira A. Scheindlin",2002-04-19,2000-07-12,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1678,NULL," Vitria Technology, Inc. 
								  
",Settled,2001-11-14,2010-01-21,NULL," Technology"," Software & Programming"," VITR"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10092"," Hon. Shir",2001-11-14,1999-09-16,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10092"," Hon. Shira A. Scheindlin",2002-04-19,1999-09-16,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,1,1,NULL,1,1,NULL
1679,NULL," Integrated Telecom Express, Inc. 
								  
",Settled,2001-11-14,2009-10-06,NULL," Technology"," Communications Equipment"," ITXI"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10108"," Hon. Shir",2001-11-14,2000-08-18,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10108"," Hon. Shira A. Scheindlin",2002-04-19,2000-08-18,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1680,NULL," Aclara Biosciences, Inc. 
								  
",Settled,2001-11-13,2009-10-06,NULL," Technology"," Scientific & Technical Instr."," ACLA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10050"," Hon. Shir",2001-11-13,2000-03-20,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10050"," Hon. Shira A. Scheindlin",2002-04-19,2000-03-20,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1681,NULL," Optio Software, Inc. 
								  
",Settled,2001-11-13,2009-10-06,NULL," Technology"," Software & Programming"," OPTO"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10051"," Hon. Shir",2001-11-13,1999-12-14,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10051"," Hon. Shira A. Scheindlin",2002-04-19,1999-12-15,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1683,NULL," Turnstone Systems, Inc. 
								  
",Settled,2001-11-09,2009-10-06,NULL," Technology"," Communications Equipment"," TSTN"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-09981"," Hon. Shir",2001-11-09,2000-01-31,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-09981"," Hon. Shira A. Scheindlin",2002-04-19,2000-01-31,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1684,NULL," Vixel Corporation 
								  
",Settled,2001-11-13,2009-10-06,NULL," Technology"," Computer Storage Devices"," VIXL"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10053"," Hon. Shir",2001-11-13,1999-10-01,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10053"," Hon. Shira A. Scheindlin",2002-04-19,1999-10-01,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1685,NULL," Latitude Communications, Inc. 
								  
",Settled,2001-11-15,2009-10-06,NULL," Technology"," Software & Programming"," LATD"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10121"," Hon. Shir",2001-11-15,1999-05-06,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10121"," Hon. Shira A. Scheindlin",2002-04-19,1999-05-06,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1686,NULL," Register.com, Inc. 
								  
",Settled,2001-11-15,2009-10-06,NULL," Technology"," Computer Services"," RCOM"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10120"," Hon. Shir",2001-11-15,2000-03-02,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10120"," Hon. Shira A. Scheindlin",2002-04-19,2000-05-02,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1687,NULL," CoSine Communications, Inc. 
								  
",Settled,2001-11-15,2009-10-06,NULL," Technology"," Communications Equipment"," COSN"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10105"," Hon. Shir",2001-11-15,2000-09-26,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10105"," Hon. Shira A. Scheindlin",2002-04-19,2000-09-25,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1688,NULL," XOMA 
								  
",Dismissed,2001-11-15,2002-03-18,NULL," Healthcare"," Biotechnology & Drugs"," XOMA"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 01-CV-4256"," Hon. Clau",2001-11-15,2001-05-24,2001-10-04,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1689,NULL," Focal Communications Corporation 
								  
",Settled,2001-11-15,2009-10-06,NULL," Services"," Communications Services"," FCOM"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10111"," Hon. Shir",2001-11-15,1999-07-28,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10111"," Hon. Shira A. Scheindlin",2002-04-19,1999-07-28,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1690,NULL," Versatel Telecom International N.V. 
								  
",Dismissed,2001-11-19,2003-04-04,NULL," Services"," Communications Services"," VRSA"," Public (Listed)"," Netherlands"," NASDAQ"," S.D. New York"," 01-CV-10186"," Hon. Shir",2001-11-19,1999-07-23,2000-12-06,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1691,NULL," Packeteer, Inc. 
								  
",Settled,2001-11-19,2009-10-06,NULL," Technology"," Computer Services"," PKTR"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10185"," Hon. Shir",2001-11-19,1999-07-27,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10185"," Hon. Shira A. Scheindlin",2002-04-19,1999-07-27,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL
1692,NULL," Log On America, Inc. 
								  
",Settled,2001-11-19,2004-08-12,NULL," Technology"," Computer Services"," LOAX"," Public (Listed)"," United States"," NASDAQ"," D. Rhode Island"," 01-CV-550"," Hon. Mary",2001-11-19,1999-04-22,2000-11-20,"Boisseau & Dean LLP155 S. Main Street, Suite 405, Boisseau & Dean LLP, RI 02303401.831.4200 401.831.7053 · info@banddlaw.com"," D. Rhode Island"," 01-CV-550"," Hon. Mary M. Lisi",2002-10-11,1999-04-22,2000-11-20,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL
1693,NULL," Nanophase Technologies Corporation 
								  
",Settled,2001-11-02,2003-12-01,NULL," Basic Materials"," Misc. Fabricated Products"," NANX"," Public (Listed)"," United States"," NASDAQ"," N.D. Illinois"," 01-CV-8440"," Hon. Wayn",2001-11-02,2001-04-05,2001-10-24,"Glancy Binkow & GoldBerg LLP1925 Century Park East, Suite 2100, Glancy Binkow & GoldBerg LLP, CA 90067310-201-9150  · info@glancylaw.com"," N.D. Illinois"," 01-CV-8440"," Hon. Wayne R. Andersen",2002-03-08,2001-04-05,2001-10-24,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1695,NULL," Radio One, Inc. 
								  
",Settled,2001-11-16,2009-10-06,NULL," Services"," Broadcasting & Cable TV"," ROIA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10160"," Hon. Shir",2001-11-16,1999-05-05,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10160"," Hon. Shira A. Scheindlin",2002-05-08,1999-05-06,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,1,1,NULL,1,1,NULL
